"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DXWKL2K6","journalArticle","2020","Busk, Jonas; Faurholt-Jepsen, Maria; Frost, Mads; Bardram, Jakob E; Vedel Kessing, Lars; Winther, Ole","Forecasting Mood in Bipolar Disorder From Smartphone Self-assessments: Hierarchical Bayesian Approach","JMIR mHealth and uHealth","","2291-5222","10.2196/15028","https://mhealth.jmir.org/2020/4/e15028","Background: Bipolar disorder is a prevalent mental health condition that is imposing significant burden on society. Accurate forecasting of symptom scores can be used to improve disease monitoring, enable early intervention, and eventually help prevent costly hospitalizations. Although several studies have examined the use of smartphone data to detect mood, only few studies deal with forecasting mood for one or more days. Objective: This study aimed to examine the feasibility of forecasting daily subjective mood scores based on daily self-assessments collected from patients with bipolar disorder via a smartphone-based system in a randomized clinical trial. Methods: We applied hierarchical Bayesian regression models, a multi-task learning method, to account for individual differences and forecast mood for up to seven days based on 15,975 smartphone self-assessments from 84 patients with bipolar disorder participating in a randomized clinical trial. We reported the results of two time-series cross-validation 1-day forecast experiments corresponding to two different real-world scenarios and compared the outcomes with commonly used baseline methods. We then applied the best model to evaluate a 7-day forecast. Results: The best performing model used a history of 4 days of self-assessment to predict future mood scores with historical mood being the most important predictor variable. The proposed hierarchical Bayesian regression model outperformed pooled and separate models in a 1-day forecast time-series cross-validation experiment and achieved the predicted metrics, R2=0.51 and root mean squared error of 0.32, for mood scores on a scale of −3 to 3. When increasing the forecast horizon, forecast errors also increased and the forecast regressed toward the mean of data distribution. Conclusions: Our proposed method can forecast mood for several days with low error compared with common baseline methods. The applicability of a mood forecast in the clinical treatment of bipolar disorder has also been discussed.","2020-04-01","2025-02-06 16:14:23","2025-02-06 16:14:23","2025-02-06 16:14:23","e15028","","4","8","","JMIR Mhealth Uhealth","Forecasting Mood in Bipolar Disorder From Smartphone Self-assessments","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/54ZNMQFF/nihms-1954033.pdf; /Users/klj9278/Zotero/storage/B5XUEYP2/Busk et al. - 2020 - Forecasting Mood in Bipolar Disorder From Smartphone Self-assessments Hierarchical Bayesian Approac.pdf; /Users/klj9278/Zotero/storage/43GZMJML/Piccirillo, 2022.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVTPWNMR","journalArticle","2021","Chikersal, Prerna; Doryab, Afsaneh; Tumminia, Michael; Villalba, Daniella K.; Dutcher, Janine M.; Liu, Xinwen; Cohen, Sheldon; Creswell, Kasey G.; Mankoff, Jennifer; Creswell, J. David; Goel, Mayank; Dey, Anind K.","Detecting Depression and Predicting its Onset Using Longitudinal Symptoms Captured by Passive Sensing: A Machine Learning Approach With Robust Feature Selection","ACM Transactions on Computer-Human Interaction","","1073-0516, 1557-7325","10.1145/3422821","https://dl.acm.org/doi/10.1145/3422821","We present a machine learning approach that uses data from smartphones and fitness trackers of 138 college students to identify students that experienced depressive symptoms at the end of the semester and students whose depressive symptoms worsened over the semester. Our novel approach is a feature extraction technique that allows us to select meaningful features indicative of depressive symptoms from longitudinal data. It allows us to detect the presence of post-semester depressive symptoms with an accuracy of 85.7% and change in symptom severity with an accuracy of 85.4%. It also predicts these outcomes with an accuracy of >80%, 11–15 weeks before the end of the semester, allowing ample time for pre-emptive interventions. Our work has significant implications for the detection of health outcomes using longitudinal behavioral data and limited ground truth. By detecting change and predicting symptoms several weeks before their onset, our work also has implications for preventing depression.","2021-02-28","2025-02-06 16:14:17","2025-02-06 16:14:17","2025-02-06 16:14:17","1-41","","1","28","","ACM Trans. Comput.-Hum. Interact.","Detecting Depression and Predicting its Onset Using Longitudinal Symptoms Captured by Passive Sensing","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/9NS3G84T/Chikersal et al. - 2021 - Detecting Depression and Predicting its Onset Using Longitudinal Symptoms Captured by Passive Sensin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4RXY3Z66","journalArticle","2020","Taylor, Sara; Jaques, Natasha; Nosakhare, Ehimwenma; Sano, Akane; Picard, Rosalind","Personalized Multitask Learning for Predicting Tomorrow's Mood, Stress, and Health","IEEE Transactions on Affective Computing","","1949-3045, 2371-9850","10.1109/TAFFC.2017.2784832","https://ieeexplore.ieee.org/document/8226850/","While accurately predicting mood and wellbeing could have a number of important clinical beneﬁts, traditional machine learning (ML) methods frequently yield low performance in this domain. We posit that this is because a one-size-ﬁts-all machine learning model is inherently ill-suited to predicting outcomes like mood and stress, which vary greatly due to individual differences. Therefore, we employ Multitask Learning (MTL) techniques to train personalized ML models which are customized to the needs of each individual, but still leverage data from across the population. Three formulations of MTL are compared: i) MTL deep neural networks, which share several hidden layers but have ﬁnal layers unique to each task; ii) Multi-task Multi-Kernel learning, which feeds information across tasks through kernel weights on feature types; and iii) a Hierarchical Bayesian model in which tasks share a common Dirichlet Process prior. We offer the code for this work in open source. These techniques are investigated in the context of predicting future mood, stress, and health using data collected from surveys, wearable sensors, smartphone logs, and the weather. Empirical results demonstrate that using MTL to account for individual differences provides large performance improvements over traditional machine learning methods and provides personalized, actionable insights.","2020-04-01","2025-02-06 16:13:54","2025-02-06 16:13:54","2025-02-06 16:13:54","200-213","","2","11","","IEEE Trans. Affective Comput.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/MPMGJ6MB/Taylor et al. - 2020 - Personalized Multitask Learning for Predicting Tomorrow's Mood, Stress, and Health.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WH76KFSL","journalArticle","2024","Piccirillo, Marilyn L.; Frumkin, Madelyn R.; Spink, Katie Malloy; Tonge, Natasha A.; Foster, Katherine T.","Examining time-varying dynamics of co-occurring depressed mood and anxiety","Journal of Affective Disorders","","01650327","10.1016/j.jad.2024.06.064","https://linkinghub.elsevier.com/retrieve/pii/S0165032724009959","Background: Dimensional frameworks of psychopathology call for multivariate approaches to map co-occurring disorders to index what symptoms emerge when and for whom. Ecological momentary assessment (EMA) offers a method for assessing and differentiating the dynamics of co-occurring symptoms with greater temporal granularity and naturalistic context. The present study used multivariate mixed effects location-scale modeling to characterize the time-varying dynamics of depressed mood and anxiety for women diagnosed with social anxiety disorder (SAD) and major depression (MDD). Methods: Women completed five daily EMA surveys over 30 days (150 EMA surveys/woman, T ≈ 5250 total observations) and two clinical diagnostic and retrospective self-report measures administered approximately two months apart. Results: There was evidence of same-symptom lagged effects (bs = 0.08–0.09), but not cross-symptom lagged effects (bs < 0.01) during EMA. Symptoms co-varied such that momentary spikes from one's typical level of anxiety were associated with increases in momentary depressed mood (b = 0.19) and greater variability of depressed mood (b = 0.06). Similarly, spikes from one's typical levels of depressed mood were associated with increases in momentary anxiety (b = 0.19). Furthermore, the presence and magnitude of effects demonstrated person-specific heterogeneity. Limitations: Our findings are constrained to the dynamics of depressed and anxious mood among cisgender women with primary SAD and current or past MDD. Conclusions: Findings from this work help to characterize how daily experiences of co-occurring mood and anxiety fluctuate and offer insight to aid the development of momentary, person-specific interventions designed to regulate symptom fluctuations.","2024-10","2025-02-06 16:13:12","2025-02-06 16:13:12","2025-02-06 16:13:12","24-35","","","362","","Journal of Affective Disorders","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/P2BDAR6V/Piccirillo et al. - 2024 - Examining time-varying dynamics of co-occurring depressed mood and anxiety.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XZI454H","journalArticle","2020","Williams, Donald R.; Martin, Stephen R.; Liu, Siwei; Rast, Philippe","Bayesian Multivariate Mixed-Effects Location Scale Modeling of Longitudinal Relations Among Affective Traits, States, and Physical Activity","European Journal of Psychological Assessment","","1015-5759, 2151-2426","10.1027/1015-5759/a000624","https://econtent.hogrefe.com/doi/10.1027/1015-5759/a000624","Abstract. Intensive longitudinal studies and experience sampling methods are becoming more common in psychology. While they provide a unique opportunity to ask novel questions about within-person processes relating to personality, there is a lack of methods specifically built to characterize the interplay between traits and states. We thus introduce a Bayesian multivariate mixed-effects location scale model (M-MELSM). The formulation can simultaneously model both personality traits (the location) and states (the scale) for multivariate data common to personality research. Variables can be included to predict either (or both) the traits and states, in addition to estimating random effects therein. This provides correlations between location and scale random effects, both across and within each outcome, which allows for characterizing relations between any number of personality traits and the corresponding states. We take a fully Bayesian approach, not only to make estimation possible, but also because it provides the necessary information for use in psychological applications such as hypothesis testing. To illustrate the model we use data from 194 individuals that provided daily ratings of negative and positive affect, as well as their physical activity in the form of step counts over 100 consecutive days. We describe the fitted model, where we emphasize, with visualization, the richness of information provided by the M-MELSM. We demonstrate Bayesian hypothesis testing for the correlations between the random effects. We conclude by discussing limitations of the MELSM in general and extensions to the M-MELSM specifically for personality research.","2020-11","2025-01-30 16:18:20","2025-01-30 16:18:20","2025-01-30 16:18:20","981-997","","6","36","","European Journal of Psychological Assessment","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/EYW5CT57/Williams et al. - 2020 - Bayesian Multivariate Mixed-Effects Location Scale Modeling of Longitudinal Relations Among Affectiv.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G6J92T5N","conferencePaper","2019","Feng, Tiantian; Narayanan, Shrikanth S.","Discovering Optimal Variable-length Time Series Motifs in Large-scale Wearable Recordings of Human Bio-behavioral Signals","ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2379-190X","10.1109/ICASSP.2019.8682427","https://ieeexplore.ieee.org/abstract/document/8682427?casa_token=8rCMNw9yyewAAAAA:FDJaPOrmpnqgUvtPYylb0DWnQCR_iailiEbmeom6_Yfqnb51AFmdwjSTPr1soPvyh8YzgdGMreo","Continuously-worn wearable sensors produce copious amounts of rich bio-behavioral time series recordings. Exploring recurring patterns, often known as motifs, in wearable time series offers critical insights into understanding the nature of human behavior. Challenges in discovering motifs from wearable recordings include noise removal, pattern generalization, and accounting for subtle variations between subsequences in one motif set. In this work, we introduce a time series processing pipeline to summarize an optimal set of variable-length motifs in a real-world wearable recording data-set collected in a hospital workplace setting. We propose the use of the Savitzky-Golay filter for noise removal without significant data distortion. We then combine the previously developed HierarchIcal based Motif Enumeration (HIME) algorithm with a principled optimization approach to obtain the most repetitive patterns in long-term wearable time-series. We also describe challenges in using just a single method to detect motifs in wearable time series in our experiments. We demonstrate our pipeline can effectively identify meaningful variable-length motifs in large-scale heart rate signals collected continuously from over 100 individuals both at and outside their workplace over 10 weeks through two machine learning experiments.","2019-05","2025-01-21 15:52:56","2025-01-21 15:52:56","2025-01-21 15:52:56","7615-7619","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/klj9278/Zotero/storage/HZGBR6LT/8682427.html","","","Heart rate; Hospitals; Human behavior patterns; motif analysis; Optimization; Pipelines; principle optimization; SAX; Time series analysis; wearable; Wearable sensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"68RHFMYQ","journalArticle","2018","Torous, John; Staples, Patrick; Barnett, Ian; Sandoval, Luis R.; Keshavan, Matcheri; Onnela, Jukka-Pekka","Characterizing the clinical relevance of digital phenotyping data quality with applications to a cohort with schizophrenia","npj Digital Medicine","","2398-6352","10.1038/s41746-018-0022-8","https://www.nature.com/articles/s41746-018-0022-8","A pilot study shows that smartphone-collected data from patients with schizophrenia could be used to infer their mental-health status. Using smartphones as scientific data gathering tools holds great promise for understanding some of the behavioral features of psychiatric disorders and could provide an early indication of worsening symptoms. However, few studies have assessed the quality of the collected data, and thus the accuracy of clinical outcome prediction. Patrick Staples at the Harvard T. H. Chan School of Public Health in Boston, MA, and colleagues examined the relationship between data quality and future symptom-related survey responses in 16 patients with schizophrenia. They found that smartphone sensor data as well as phone-use metrics related to the completion of symptom-related surveys were significantly associated with survey results, highlighting the clinical relevance of this approach.","2018-04-06","2025-01-21 15:48:54","2025-01-21 15:48:54","2025-01-21 15:48:54","1-9","","1","1","","npj Digital Med","","","","","","Nature Publishing Group","","en","2018 The Author(s)","","","","www.nature.com","","Number: 1","","/Users/klj9278/Zotero/storage/IYHL4XBH/Torous et al. - 2018 - Characterizing the clinical relevance of digital phenotyping data quality with applications to a coh.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6F89QK37","journalArticle","2021","Fulford, Daniel; Mote, Jasmine; Gonzalez, Rachel; Abplanalp, Samuel; Zhang, Yuting; Luckenbaugh, Jarrod; Onnela, Jukka-Pekka; Busso, Carlos; Gard, David E.","Smartphone sensing of social interactions in people with and without schizophrenia","Journal of Psychiatric Research","","0022-3956","10.1016/j.jpsychires.2020.11.002","https://www.sciencedirect.com/science/article/pii/S002239562031058X","Social impairment is a cardinal feature of schizophrenia spectrum disorders (SZ). Smaller social network size, diminished social skills, and loneliness are highly prevalent. Existing, gold-standard assessments of social impairment in SZ often rely on self-reported information that depends on retrospective recall and detailed accounts of complex social behaviors. This is particularly problematic in people with SZ given characteristic cognitive impairments and reduced insight. Ecological Momentary Assessment (EMA; repeated self-reports completed in the context of daily life) allows for the measurement of social behavior as it occurs in vivo, yet still relies on participant input. Momentary characterization of behavior using smartphone sensors (e.g., GPS, microphone) may also provide ecologically valid indicators of social functioning. In the current study we tested associations between both active (e.g., EMA-reported number of interactions) and passive (GPS-based mobility, conversations captured by microphone) smartphone-based measures of social activity and measures of social functioning and loneliness to examine the promise of such measures for understanding social impairment in SZ. Our results indicate that passive markers of mobility were more consistently associated with EMA measures of social behavior in controls than in people with SZ. Furthermore, dispositional loneliness showed associations with mobility metrics in both groups, while general social functioning was less related to these metrics. Finally, interactions detected in the ambient audio were more tied to social functioning in SZ than in controls. Findings speak to the promise of smartphone-based digital phenotyping as an approach to understanding objective markers of social activity in people with and without schizophrenia.","2021-05-01","2025-01-21 15:48:27","2025-01-21 15:48:27","2025-01-21 15:48:27","613-620","","","137","","Journal of Psychiatric Research","","","","","","","","","","","","","ScienceDirect","","","","/Users/klj9278/Zotero/storage/TS55RC5C/Fulford et al. - 2021 - Smartphone sensing of social interactions in people with and without schizophrenia.pdf; /Users/klj9278/Zotero/storage/8823L2LP/S002239562031058X.html","","","Behavioral sensing; Digital phenotyping; Ecological momentary assessment; Schizophrenia; Smartphones; Social functioning; Social sensing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MKV9YDT","journalArticle","2016","Onnela, Jukka-Pekka; Rauch, Scott L.","Harnessing Smartphone-Based Digital Phenotyping to Enhance Behavioral and Mental Health","Neuropsychopharmacology","","1740-634X","10.1038/npp.2016.7","https://www.nature.com/articles/npp20167","","2016-06","2025-01-21 15:48:08","2025-01-21 15:48:08","2025-01-21 15:48:08","1691-1696","","7","41","","Neuropsychopharmacol","","","","","","Nature Publishing Group","","en","2016 American College of Neuropsychopharmacology","","","","www.nature.com","","Number: 7","","/Users/klj9278/Zotero/storage/GUYHQ9MT/Onnela and Rauch - 2016 - Harnessing Smartphone-Based Digital Phenotyping to Enhance Behavioral and Mental Health.pdf; /Users/klj9278/Zotero/storage/C75LUACN/siepe-et-al-2025-understanding-ecological-momentary-assessment-data-a-tutorial-on-exploring-item-performance-in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGYSHCU4","journalArticle","2010","Mucha, Peter J.; Richardson, Thomas; Macon, Kevin; Porter, Mason A.; Onnela, Jukka-Pekka","Community Structure in Time-Dependent, Multiscale, and Multiplex Networks","Science","","0036-8075, 1095-9203","10.1126/science.1184819","http://arxiv.org/abs/0911.1824","Network science is an interdisciplinary endeavor, with methods and applications drawn from across the natural, social, and information sciences. A prominent problem in network science is the algorithmic detection of tightly-connected groups of nodes known as communities. We developed a generalized framework of network quality functions that allowed us to study the community structure of arbitrary multislice networks, which are combinations of individual networks coupled through links that connect each node in one network slice to itself in other slices. This framework allows one to study community structure in a very general setting encompassing networks that evolve over time, have multiple types of links (multiplexity), and have multiple scales.","2010-05-14","2025-01-21 15:47:54","2025-01-21 15:47:54","2025-01-21 15:47:54","876-878","","5980","328","","Science","","","","","","","","en","","","","","arXiv.org","","arXiv:0911.1824 [physics]","","/Users/klj9278/Zotero/storage/5DMM23DX/Mucha et al. - 2010 - Community Structure in Time-Dependent, Multiscale, and Multiplex Networks.pdf","","","Physics - Physics and Society; Physics - Data Analysis, Statistics and Probability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANEV8NT8","journalArticle","2005","Onnela, Jukka-Pekka; Saramäki, Jari; Kertész, János; Kaski, Kimmo","Intensity and coherence of motifs in weighted complex networks","Physical Review E","","1539-3755, 1550-2376","10.1103/PhysRevE.71.065103","https://link.aps.org/doi/10.1103/PhysRevE.71.065103","","2005-06-13","2025-01-21 15:47:40","2025-01-21 15:47:40","2025-01-21 15:47:40","065103","","6","71","","Phys. Rev. E","","","","","","","","en","http://link.aps.org/licenses/aps-default-license","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/Q8BF82T5/Onnela et al. - 2005 - Intensity and coherence of motifs in weighted complex networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDY5IXHU","journalArticle","2004","Onnela, J.-P.; Kaski, K.; Kert�sz, J.","Clustering and information in correlation based financial networks","The European Physical Journal B - Condensed Matter","","1434-6028, 1434-6036","10.1140/epjb/e2004-00128-7","http://link.springer.com/10.1140/epjb/e2004-00128-7","","2004-03-01","2025-01-21 15:47:34","2025-01-21 15:47:34","2025-01-21 15:47:34","353-362","","2","38","","The European Physical Journal B - Condensed Matter","","","","","","","","","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/QWSSU4TF/Onnela et al. - 2004 - Clustering and information in correlation based financial networks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6JYK67N","journalArticle","2015","Torous, John; Staples, Patrick; Shanahan, Meghan; Lin, Charlie; Peck, Pamela; Keshavan, Matcheri; Onnela, Jukka-Pekka","Utilizing a Personal Smartphone Custom App to Assess the Patient Health Questionnaire-9 (PHQ-9) Depressive Symptoms in Patients With Major Depressive Disorder","JMIR Mental Health","","","10.2196/mental.3889","https://mental.jmir.org/2015/1/e8","Background: Accurate reporting of patient symptoms is critical for diagnosis and therapeutic monitoring in psychiatry. Smartphones offer an accessible, low-cost means to collect patient symptoms in real time and aid in care. Objective: To investigate adherence among psychiatric outpatients diagnosed with major depressive disorder in utilizing their personal smartphones to run a custom app to monitor Patient Health Questionnaire-9 (PHQ-9) depression symptoms, as well as to examine the correlation of these scores to traditionally administered (paper-and-pencil) PHQ-9 scores. Methods: A total of 13 patients with major depressive disorder, referred by their clinicians, received standard outpatient treatment and, in addition, utilized their personal smartphones to run the study app to monitor their symptoms. Subjects downloaded and used the Mindful Moods app on their personal smartphone to complete up to three survey sessions per day, during which a randomized subset of PHQ-9 symptoms of major depressive disorder were assessed on a Likert scale. The study lasted 29 or 30 days without additional follow-up. Outcome measures included adherence, measured by the percentage of completed survey sessions, and estimates of daily PHQ-9 scores collected from the smartphone app, as well as from the traditionally administered PHQ-9. Results: Overall adherence was 77.78% (903/1161) and varied with time of day. PHQ-9 estimates collected from the app strongly correlated (r=.84) with traditionally administered PHQ-9 scores, but app-collected scores were 3.02 (SD 2.25) points higher on average. More subjects reported suicidal ideation using the app than they did on the traditionally administered PHQ-9. Conclusions: Patients with major depressive disorder are able to utilize an app on their personal smartphones to self-assess their symptoms of major depressive disorder with high levels of adherence. These app-collected results correlate with the traditionally administered PHQ-9.  Scores recorded from the app may potentially be more sensitive and better able to capture suicidality than the traditional PHQ-9.","2015-03-24","2025-01-21 15:47:23","2025-01-21 15:47:23","2025-01-21 15:47:23","e3889","","1","2","","","","","","","","JMIR Publications Inc., Toronto, Canada","","EN","Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (""first published in the Journal of Medical Internet Research..."") is properly cited with original URL and bibliographic citation information. The complete bibliographic information, a link to the original publication on http://www.jmir.org/, as well as this copyright and license information must be included.","","","","mental.jmir.org","","Company: JMIR Mental Health Distributor: JMIR Mental Health Institution: JMIR Mental Health Label: JMIR Mental Health","","/Users/klj9278/Zotero/storage/X7IFCZ3B/Torous et al. - 2015 - Utilizing a Personal Smartphone Custom App to Assess the Patient Health Questionnaire-9 (PHQ-9) Depr.pdf; /Users/klj9278/Zotero/storage/SZSA7IN3/e8.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMQEVHX8","journalArticle","2017","Torous, J.; Onnela, J.-P.; Keshavan, M.","New dimensions and new tools to realize the potential of RDoC: digital phenotyping via smartphones and connected devices","Translational Psychiatry","","2158-3188","10.1038/tp.2017.25","https://www.nature.com/articles/tp201725","Mobile and connected devices like smartphones and wearable sensors can facilitate the collection of novel naturalistic and longitudinal data relevant to psychiatry at both the personal and population level. The National Institute of Mental Health’s Research Domain Criteria framework offers a useful roadmap to organize, guide and lead new digital phenotyping data towards research discoveries and clinical advances.","2017-03","2025-01-21 15:47:11","2025-01-21 15:47:11","2025-01-21 15:47:11","e1053-e1053","","3","7","","Transl Psychiatry","New dimensions and new tools to realize the potential of RDoC","","","","","Nature Publishing Group","","en","2017 The Author(s)","","","","www.nature.com","","Number: 3","","/Users/klj9278/Zotero/storage/3EZ2WETN/Chikersal, 2021.pdf; /Users/klj9278/Zotero/storage/T3BYTWEP/Torous et al. - 2017 - New dimensions and new tools to realize the potential of RDoC digital phenotyping via smartphones a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGUSAUCS","journalArticle","2021","Onnela, Jukka-Pekka","Opportunities and challenges in the collection and analysis of digital phenotyping data","Neuropsychopharmacology","","1740-634X","10.1038/s41386-020-0771-3","https://www.nature.com/articles/s41386-020-0771-3","The broad adoption and use of smartphones has led to fundamentally new opportunities for capturing social, behavioral, and cognitive phenotypes in free-living settings, outside of research laboratories and clinics. Predicated on the use of existing personal devices rather than the introduction of additional instrumentation, smartphone-based digital phenotyping presents us with several opportunities and challenges in data collection and data analysis. These two aspects are strongly coupled, because decisions about what data to collect and how to collect it constrain what statistical analyses can be carried out, now and years later, and therefore ultimately determine what scientific, clinical, and public health questions may be asked and answered. Digital phenotyping combines the excitement of fast-paced technologies, smartphones, cloud computing and machine learning, with deep mathematical and statistical questions, and it does this in the service of a better understanding our own behavior in ways that are objective, scalable, and reproducible. We will discuss some fundamental aspects of collection and analysis of digital phenotyping data, which takes us on a brief tour of several important scientific and technological concepts, from the open-source paradigm to computational complexity, with some unexpected insights provided by fields as varied as zoology and quantum mechanics.","2021-01","2025-01-21 15:47:03","2025-01-21 15:47:03","2025-01-21 15:47:03","45-54","","1","46","","Neuropsychopharmacol.","","","","","","Nature Publishing Group","","en","2020 The Author(s), under exclusive licence to American College of Neuropsychopharmacology","","","","www.nature.com","","","","/Users/klj9278/Zotero/storage/LBTIJMAU/Onnela - 2021 - Opportunities and challenges in the collection and analysis of digital phenotyping data.pdf","","","Neuroscience; Signs and symptoms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6DDVXAJ","journalArticle","2024","Wenzel, Julian; Dreschke, Nils; Hanssen, Esther; Rosen, Marlene; Ilankovic, Andrej; Kambeitz, Joseph; Fett, Anne-Kathrin; Kambeitz-Ilankovic, Lana","Ecological momentary assessment (EMA) combined with unsupervised machine learning shows sensitivity to identify individuals in potential need for psychiatric assessment","European Archives of Psychiatry and Clinical Neuroscience","","0940-1334, 1433-8491","10.1007/s00406-023-01668-w","https://link.springer.com/10.1007/s00406-023-01668-w","Ecological momentary assessment (EMA), a structured diary assessment technique, has shown feasibility to capture psychotic(like) symptoms across different study groups. We investigated whether EMA combined with unsupervised machine learning can distinguish groups on the continuum of genetic risk toward psychotic illness and identify individuals with need for extended healthcare. Individuals with psychotic disorder (PD, N = 55), healthy individuals (HC, N = 25) and HC with first-degree relatives with psychosis (RE, N = 20) were assessed at two sites over 7 days using EMA. Cluster analysis determined subgroups based on similarities in longitudinal trajectories of psychotic symptom ratings in EMA, agnostic of study group assignment. Psychotic symptom ratings were calculated as average of items related to hallucinations and paranoid ideas. Prior to EMA we assessed symptoms using the Positive and Negative Syndrome Scale (PANSS) and the Community Assessment of Psychic Experience (CAPE) to characterize the EMA subgroups. We identified two clusters with distinct longitudinal EMA characteristics. Cluster 1 (NPD = 12, NRE = 1, NHC = 2) showed higher mean EMA symptom ratings as compared to cluster 2 (NPD = 43, NRE = 19, NHC = 23) (p < 0.001). Cluster 1 showed a higher burden on negative (p < 0.05) and positive (p < 0.05) psychotic symptoms in cross-sectional PANSS and CAPE ratings than cluster 2. Findings indicate a separation of PD with high symptom burden (cluster 1) from PD with healthy-like rating patterns grouping together with HC and RE (cluster 2). Individuals in cluster 1 might particularly profit from exchange with a clinician underlining the idea of EMA as clinical monitoring tool.","2024-10","2025-05-09 14:36:53","2025-05-09 14:36:53","2025-05-09 14:36:53","1639-1649","","7","274","","Eur Arch Psychiatry Clin Neurosci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/LFDXFE5Y/Wenzel et al. - 2024 - Ecological momentary assessment (EMA) combined with unsupervised machine learning shows sensitivity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
