"ROW_ID","ROW_VERSION","participant_id","dt_response","week","app_al","app_ct","app_ef","app_md","app_mo","app_pm","app_rx","app_sl","app_wm"
"8236","7","GREEN-00097","2014-11-28 06:15:00+00:00","9","0","0","1","0","0","0","0","1","0"
"8237","7","GREEN-00098","2014-09-30 23:55:00+00:00","0","0","0","1","0","1","0","0","0","1"
"8238","7","GREEN-00098","2014-10-28 13:44:00+00:00","4","1","1","1","0","0","0","0","0","1"
"8239","7","GREEN-00099","2014-10-03 01:49:00+00:00","1","0","0","0","0","0","0","1","0","0"
"8240","7","GREEN-00099","2014-10-31 16:08:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8241","7","GREEN-00099","2014-11-28 20:39:00+00:00","9","0","0","0","0","1","0","0","0","1"
"8242","7","GREEN-00099","2014-12-26 17:17:00+00:00","13","0","0","0","0","0","0","0","0","0"
"8243","7","GREEN-00101","2014-10-03 02:22:00+00:00","1","0","0","1","0","0","0","0","1","1"
"8244","7","GREEN-00101","2014-10-31 16:05:00+00:00","5","0","0","1","0","0","0","0","1","0"
"8245","7","GREEN-00101","2014-11-28 17:01:00+00:00","9","0","0","1","0","0","0","0","0","0"
"8246","7","GREEN-00101","2014-12-26 17:09:00+00:00","13","0","0","0","0","0","0","1","1","1"
"8247","7","GREEN-00102","2014-10-04 05:30:00+00:00","1","0","0","1","1","0","0","1","1","0"
"8248","7","GREEN-00103","2014-10-04 08:40:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8249","7","GREEN-00103","2014-11-01 16:45:00+00:00","5","0","0","1","0","0","0","1","0","0"
"8250","7","GREEN-00103","2014-11-29 17:01:00+00:00","9","0","1","0","0","0","0","0","0","0"
"8251","7","GREEN-00103","2014-12-27 17:39:00+00:00","13","0","1","1","0","0","0","0","1","0"
"8252","7","GREEN-00105","2014-10-04 04:01:00+00:00","1","0","0","1","0","1","0","1","1","0"
"8253","7","GREEN-00105","2014-11-02 00:32:00+00:00","5","0","0","1","0","0","0","0","0","0"
"8254","7","GREEN-00105","2014-11-29 17:03:00+00:00","9","0","0","1","0","1","0","1","0","0"
"8255","7","GREEN-00106","2014-10-04 11:17:00+00:00","1","0","1","0","0","0","0","0","0","0"
"8256","7","GREEN-00106","2014-11-01 13:12:00+00:00","5","0","0","0","0","1","0","0","0","0"
"8257","7","GREEN-00106","2014-11-30 14:32:00+00:00","9","0","1","0","0","0","0","0","0","0"
"8258","7","GREEN-00106","2014-12-27 14:09:00+00:00","13","0","1","0","0","0","0","0","0","0"
"8259","7","GREEN-00107","2014-10-04 04:28:00+00:00","1","0","0","1","0","0","0","1","0","1"
"8260","7","GREEN-00107","2014-11-01 18:41:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8261","7","GREEN-00108","2014-10-08 04:17:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8262","7","GREEN-00111","2014-10-05 01:22:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8263","7","GREEN-00116","2014-10-04 21:50:00+00:00","0","0","0","0","0","0","0","0","0","0"
"8264","7","GREEN-00116","2014-11-02 02:16:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8265","7","GREEN-00116","2014-11-29 15:15:00+00:00","8","0","0","0","0","0","0","0","0","0"
"8266","7","GREEN-00116","2014-12-27 15:29:00+00:00","12","0","0","0","0","0","0","0","0","0"
"8267","7","GREEN-00117","2014-10-08 03:03:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8268","7","GREEN-00117","2014-11-07 05:03:00+00:00","5","0","0","1","0","0","0","0","0","1"
"8269","7","GREEN-00118","2014-10-06 21:56:00+00:00","1","0","1","0","0","1","0","1","1","1"
"8270","7","GREEN-00118","2014-11-03 22:15:00+00:00","5","0","1","0","0","1","0","1","1","1"
"8271","7","GREEN-00118","2014-12-01 16:09:00+00:00","9","0","1","1","0","1","0","1","1","1"
"8272","7","GREEN-00118","2014-12-30 02:04:00+00:00","13","0","0","0","0","0","0","1","1","1"
"8273","7","GREEN-00119","2014-10-06 19:54:00+00:00","1","0","0","0","0","0","0","0","0","1"
"8274","7","GREEN-00120","2014-10-06 23:26:00+00:00","1","0","1","1","1","0","0","0","0","1"
"8275","7","GREEN-00121","2014-10-06 15:09:00+00:00","1","0","0","1","0","0","0","1","1","0"
"8276","7","GREEN-00122","2014-10-06 05:28:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8277","7","GREEN-00122","2014-11-03 17:56:00+00:00","5","0","0","1","0","0","0","1","0","1"
"8278","7","GREEN-00122","2014-12-01 19:17:00+00:00","9","0","0","0","0","0","0","1","0","0"
"8279","7","GREEN-00122","2014-12-29 17:00:00+00:00","13","0","0","1","0","0","0","1","0","0"
"8280","7","GREEN-00124","2014-10-08 00:46:00+00:00","1","0","1","1","0","1","0","1","1","1"
"8281","7","GREEN-00125","2014-10-07 22:37:00+00:00","0","0","0","1","0","0","0","0","0","1"
"8282","7","GREEN-00125","2014-11-04 19:00:00+00:00","4","0","0","1","0","0","0","0","0","1"
"8283","7","GREEN-00125","2014-12-02 20:06:00+00:00","8","0","1","1","0","0","0","0","1","1"
"8284","7","GREEN-00125","2014-12-30 22:30:00+00:00","12","0","0","1","0","0","0","0","0","1"
"8285","7","GREEN-00129","2014-10-09 13:32:00+00:00","1","0","0","0","0","0","0","0","0","1"
"8286","7","GREEN-00136","2014-10-20 01:35:00+00:00","2","0","0","0","1","0","0","0","0","1"
"8287","7","GREEN-00137","2014-10-10 00:16:00+00:00","1","0","0","1","1","0","1","0","0","0"
"8288","7","GREEN-00137","2014-11-07 18:43:00+00:00","5","0","1","1","1","0","0","0","0","0"
"8289","7","GREEN-00138","2014-10-14 14:30:00+00:00","1","0","1","1","1","1","0","0","0","1"
"8290","7","GREEN-00140","2014-10-14 11:31:00+00:00","1","0","1","1","0","1","0","0","0","1"
"8291","7","GREEN-00140","2014-11-12 14:28:00+00:00","5","0","1","1","0","0","0","0","0","1"
"8292","7","GREEN-00141","2014-10-14 18:27:00+00:00","1","0","0","1","0","0","0","1","0","0"
"8293","7","GREEN-00141","2014-11-11 17:20:00+00:00","5","0","0","1","0","0","0","1","0","0"
"8294","7","GREEN-00142","2014-10-18 18:10:00+00:00","1","0","1","1","0","0","0","1","0","1"
"8295","7","GREEN-00142","2014-11-15 16:17:00+00:00","5","1","1","1","0","1","0","1","0","1"
"8296","7","GREEN-00143","2014-10-18 23:59:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8297","7","GREEN-00143","2014-11-17 15:11:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8298","7","GREEN-00143","2014-12-13 23:52:00+00:00","9","0","1","1","1","0","0","0","1","0"
"8299","7","GREEN-00143","2015-01-10 18:27:00+00:00","13","1","0","1","1","0","0","0","0","0"
"8300","7","GREEN-00145","2014-10-23 18:38:00+00:00","1","0","1","0","0","0","0","0","0","0"
"8301","7","GREEN-00149","2014-10-28 01:22:00+00:00","1","0","0","1","1","0","0","0","0","0"
"8302","7","GREEN-00149","2014-11-26 03:10:00+00:00","5","0","0","1","1","0","0","0","1","0"
"8303","7","GREEN-00149","2014-12-23 16:01:00+00:00","9","0","0","0","0","0","0","0","0","0"
"8304","7","GREEN-00149","2015-01-20 16:57:00+00:00","13","0","0","1","0","0","0","0","0","0"
"8305","7","GREEN-00150","2014-10-28 01:37:00+00:00","1","0","1","1","1","1","0","1","1","0"
"8306","7","GREEN-00150","2014-11-26 02:13:00+00:00","5","0","1","1","1","1","1","1","1","0"
"8307","7","GREEN-00150","2014-12-23 17:57:00+00:00","9","0","1","1","1","0","1","1","1","0"
"8308","7","GREEN-00150","2015-01-20 23:37:00+00:00","13","0","1","0","1","0","1","0","1","0"
"8309","7","GREEN-00155","2014-11-13 04:39:00+00:00","2","0","0","0","0","0","0","1","1","0"
"8310","7","GREEN-00155","2014-12-11 14:09:00+00:00","6","0","0","0","0","0","0","0","1","0"
"8311","7","GREEN-00155","2015-01-08 14:07:00+00:00","10","0","0","0","1","0","0","1","1","0"
"8312","7","GREEN-00155","2015-02-05 15:30:00+00:00","14","0","0","0","0","0","0","0","0","0"
"8313","7","GREEN-00157","2014-11-18 16:00:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8314","7","GREEN-00157","2014-12-16 14:02:00+00:00","5","0","0","0","0","0","0","0","0","1"
"8315","7","GREEN-00157","2015-01-13 14:00:00+00:00","9","0","0","0","0","0","0","0","0","1"
"8316","7","GREEN-00157","2015-02-10 14:05:00+00:00","13","0","0","1","0","0","0","0","0","1"
"8317","7","GREEN-00159","2014-11-16 08:27:00+00:00","1","0","0","0","0","0","0","0","0","1"
"8318","7","GREEN-00159","2014-12-14 23:53:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8319","7","GREEN-00161","2014-11-20 20:50:00+00:00","1","0","1","1","0","0","0","0","0","1"
"8320","7","GREEN-00161","2014-12-18 17:58:00+00:00","5","0","1","1","0","0","0","0","0","1"
"8321","7","GREEN-00161","2015-01-15 19:18:00+00:00","9","0","1","1","0","0","0","0","0","1"
"8322","7","GREEN-00161","2015-02-13 01:09:00+00:00","14","0","1","1","0","0","0","0","0","1"
"8323","7","GREEN-00162","2014-11-16 06:36:00+00:00","1","0","0","1","1","0","0","1","1","0"
"8324","7","GREEN-00162","2014-12-14 19:45:00+00:00","5","0","0","1","1","0","0","1","1","0"
"8325","7","GREEN-00165","2014-11-16 01:03:00+00:00","1","0","1","0","0","0","0","1","1","0"
"8326","7","GREEN-00166","2014-11-16 17:06:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8327","7","GREEN-00166","2014-12-15 17:45:00+00:00","5","0","0","1","1","0","0","0","0","0"
"8328","7","GREEN-00167","2014-11-16 03:24:00+00:00","1","0","0","0","1","0","0","0","1","0"
"8329","7","GREEN-00168","2014-11-17 18:41:00+00:00","0","0","1","1","0","1","1","1","1","0"
"8330","7","GREEN-00173","2014-11-29 14:23:00+00:00","1","0","0","1","1","0","0","0","1","0"
"8331","7","GREEN-00173","2014-12-25 20:55:00+00:00","5","0","0","1","0","0","0","0","0","0"
"8332","7","GREEN-00173","2015-01-22 16:10:00+00:00","9","0","0","0","0","0","0","1","0","0"
"8333","7","GREEN-00173","2015-02-20 03:39:00+00:00","13","0","0","0","0","0","0","0","1","0"
"8334","7","GREEN-00174","2014-12-02 14:25:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8335","7","GREEN-00176","2014-12-02 21:47:00+00:00","1","1","1","1","1","0","0","1","1","1"
"8336","7","GREEN-00176","2015-01-02 00:04:00+00:00","5","0","1","1","1","1","0","1","1","0"
"8337","7","GREEN-00177","2014-12-03 19:51:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8338","7","GREEN-00178","2014-12-03 01:54:00+00:00","1","0","1","1","0","0","0","1","1","1"
"8339","7","GREEN-00178","2015-01-01 03:36:00+00:00","5","0","0","1","1","0","0","1","1","0"
"8340","7","GREEN-00183","2014-12-09 09:44:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8341","7","GREEN-00183","2015-01-08 19:35:00+00:00","6","1","1","1","1","1","1","1","0","0"
"8342","7","GREEN-00183","2015-03-04 20:50:00+00:00","14","0","0","1","0","0","0","0","0","0"
"8343","7","GREEN-00184","2014-12-04 18:58:00+00:00","1","0","0","1","0","0","0","1","0","0"
"8344","7","GREEN-00186","2014-12-04 00:43:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8345","7","GREEN-00186","2015-01-01 14:29:00+00:00","5","0","0","1","0","0","0","0","0","0"
"8346","7","GREEN-00186","2015-01-29 21:03:00+00:00","9","0","0","1","0","0","0","0","0","0"
"8347","7","GREEN-00186","2015-02-26 23:13:00+00:00","13","0","0","1","0","0","0","0","0","0"
"8348","7","GREEN-00188","2014-12-09 02:21:00+00:00","1","0","0","0","0","0","0","0","0","1"
"8349","7","GREEN-00190","2014-12-05 11:23:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8350","7","GREEN-00190","2015-01-03 04:57:00+00:00","5","0","0","1","0","0","0","0","1","1"
"8351","7","GREEN-00190","2015-01-30 15:12:00+00:00","9","0","1","1","0","0","0","0","1","1"
"8352","7","GREEN-00190","2015-03-01 14:47:00+00:00","13","0","0","1","0","0","0","0","1","1"
"8353","7","GREEN-00191","2014-12-05 05:46:00+00:00","1","0","1","1","0","0","0","0","0","1"
"8354","7","GREEN-00191","2015-01-03 17:04:00+00:00","5","0","0","0","0","1","0","0","0","1"
"8355","7","GREEN-00191","2015-01-30 17:03:00+00:00","9","0","1","1","0","1","0","1","1","1"
"8356","7","GREEN-00192","2014-12-10 02:19:00+00:00","1","0","1","1","0","0","0","0","0","1"
"8357","7","GREEN-00192","2015-01-07 22:45:00+00:00","5","0","1","1","0","0","0","0","0","0"
"8358","7","GREEN-00192","2015-02-05 18:23:00+00:00","9","0","0","0","0","1","0","1","0","0"
"8359","7","GREEN-00192","2015-03-04 14:01:00+00:00","13","0","0","0","0","1","0","0","0","0"
"8360","7","GREEN-00193","2014-12-10 18:09:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8361","7","GREEN-00193","2015-01-07 17:49:00+00:00","5","0","0","0","0","0","0","1","0","0"
"8362","7","GREEN-00193","2015-02-06 21:20:00+00:00","9","0","1","0","0","0","0","1","0","0"
"8363","7","GREEN-00193","2015-03-04 16:08:00+00:00","13","0","1","0","0","0","0","0","0","0"
"8364","7","GREEN-00194","2014-12-10 05:37:00+00:00","1","0","0","0","0","1","0","1","0","0"
"8365","7","GREEN-00194","2015-01-07 14:19:00+00:00","5","0","1","1","0","0","0","1","0","1"
"8366","7","GREEN-00194","2015-02-04 16:02:00+00:00","9","0","0","1","0","1","0","1","0","1"
"8367","7","GREEN-00194","2015-03-04 14:01:00+00:00","13","0","1","0","0","0","0","1","0","0"
"8368","7","GREEN-00195","2014-12-10 02:11:00+00:00","1","0","0","1","0","1","0","1","1","1"
"8369","7","GREEN-00195","2015-01-07 15:07:00+00:00","5","0","1","1","1","0","0","0","0","1"
"8370","7","GREEN-00196","2014-12-16 15:37:00+00:00","1","0","0","0","1","0","0","0","0","1"
"8371","7","GREEN-00196","2015-01-13 14:41:00+00:00","5","0","0","0","0","0","0","1","0","0"
"8372","7","GREEN-00196","2015-02-10 14:07:00+00:00","9","0","0","0","0","1","0","0","1","1"
"8373","7","GREEN-00196","2015-03-10 13:01:00+00:00","13","0","0","0","0","1","0","0","1","0"
"8374","7","GREEN-00197","2014-12-19 01:22:00+00:00","2","0","0","1","0","0","0","1","1","1"
"8375","7","GREEN-00198","2014-12-20 06:39:00+00:00","2","0","0","1","1","0","0","0","0","0"
"8376","7","GREEN-00203","2015-01-08 18:45:00+00:00","1","0","1","0","0","1","0","1","1","0"
"8377","7","GREEN-00206","2015-01-20 18:32:00+00:00","1","0","0","0","0","0","0","1","1","0"
"8378","7","GREEN-00206","2015-02-17 16:00:00+00:00","5","0","0","0","0","0","0","1","1","0"
"8379","7","GREEN-00207","2015-01-19 22:06:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8380","7","GREEN-00207","2015-02-16 17:19:00+00:00","5","0","0","0","0","0","0","0","0","1"
"8381","7","GREEN-00207","2015-03-16 16:27:00+00:00","9","0","0","1","0","0","0","0","0","1"
"8382","7","GREEN-00207","2015-04-13 23:01:00+00:00","13","0","1","0","0","0","0","0","1","0"
"8383","7","GREEN-00210","2015-01-20 03:21:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8384","7","GREEN-00210","2015-02-18 03:05:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8385","7","GREEN-00210","2015-03-17 15:00:00+00:00","9","0","0","1","0","1","0","1","1","0"
"8386","7","GREEN-00211","2015-01-20 18:03:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8387","7","GREEN-00211","2015-02-18 00:14:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8388","7","GREEN-00211","2015-03-17 19:44:00+00:00","9","0","0","0","0","0","0","0","0","0"
"8389","7","GREEN-00211","2015-04-14 16:20:00+00:00","13","0","0","0","0","0","0","0","0","0"
"8390","7","GREEN-00214","2015-01-27 20:58:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8391","7","GREEN-00215","2015-01-24 21:22:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8392","7","GREEN-00215","2015-02-21 22:45:00+00:00","5","0","0","0","0","0","0","0","0","0"
"8393","7","GREEN-00217","2015-01-27 07:02:00+00:00","1","0","1","0","0","0","0","0","0","0"
"8394","7","GREEN-00217","2015-02-25 00:21:00+00:00","5","0","1","1","0","0","0","1","0","0"
"8395","7","GREEN-00217","2015-03-26 20:31:00+00:00","9","0","1","0","0","0","0","0","0","0"
"8396","7","GREEN-00217","2015-04-22 18:31:00+00:00","13","0","1","0","0","0","0","0","1","0"
"8397","7","GREEN-00221","2015-04-17 23:44:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8398","7","GREEN-00221","2015-05-15 18:31:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8399","7","GREEN-00221","2015-06-12 15:42:00+00:00","1","0","0","0","1","0","0","0","0","0"
"8400","7","GREEN-00221","2015-07-10 16:03:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8401","7","GREEN-00223","2015-04-17 13:42:00+00:00","1","0","0","1","0","0","0","1","0","0"
"8402","7","GREEN-00223","2015-05-15 16:06:00+00:00","1","0","1","1","1","1","1","1","1","0"
"8403","7","GREEN-00223","2015-06-12 16:23:00+00:00","1","0","0","1","0","0","0","1","0","0"
"8404","7","GREEN-00223","2015-07-10 16:26:00+00:00","1","0","1","1","1","1","0","1","0","0"
"8405","7","GREEN-00225","2015-04-17 06:43:00+00:00","1","0","0","1","1","0","0","0","1","1"
"8406","7","GREEN-00225","2015-05-15 16:02:00+00:00","1","0","0","0","0","0","0","0","0","1"
"8407","7","GREEN-00225","2015-06-12 16:05:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8408","7","GREEN-00225","2015-07-12 02:54:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8409","7","GREEN-00228","2015-04-21 00:15:00+00:00","1","0","1","1","0","1","0","1","0","0"
"8410","7","GREEN-00228","2015-05-19 22:16:00+00:00","1","0","1","0","0","0","0","1","0","0"
"8411","7","GREEN-00228","2015-06-17 01:44:00+00:00","1","0","0","0","0","1","0","1","0","0"
"8412","7","GREEN-00228","2015-07-14 21:09:00+00:00","1","0","1","0","0","1","0","1","0","0"
"8413","7","GREEN-00230","2015-04-17 15:46:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8414","7","GREEN-00230","2015-05-15 14:22:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8415","7","GREEN-00230","2015-06-12 13:36:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8416","7","GREEN-00230","2015-07-10 14:06:00+00:00","1","0","1","0","0","1","0","0","0","0"
"8417","7","GREEN-00231","2015-04-18 00:19:00+00:00","1","0","1","1","1","1","0","1","1","0"
"8418","7","GREEN-00232","2015-04-17 15:32:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8419","7","GREEN-00233","2015-04-23 19:57:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8420","7","GREEN-00233","2015-06-20 17:42:00+00:00","1","0","0","0","0","1","0","0","0","0"
"8421","7","GREEN-00233","2015-07-17 15:18:00+00:00","1","0","0","0","0","1","0","0","0","0"
"8422","7","GREEN-00234","2015-04-24 08:30:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8423","7","GREEN-00234","2015-05-22 16:38:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8424","7","GREEN-00234","2015-06-20 08:04:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8425","7","GREEN-00234","2015-07-17 16:04:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8426","7","GREEN-00235","2015-04-24 00:31:00+00:00","1","0","0","1","0","1","0","1","0","1"
"8427","7","GREEN-00235","2015-05-22 13:27:00+00:00","1","0","1","1","1","0","0","1","0","1"
"8428","7","GREEN-00235","2015-06-19 16:36:00+00:00","1","0","1","1","1","0","0","1","0","1"
"8429","7","GREEN-00235","2015-07-17 18:58:00+00:00","1","0","1","1","1","1","0","1","0","1"
"8430","7","GREEN-00236","2015-04-23 20:52:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8431","7","GREEN-00236","2015-05-21 14:31:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8432","7","GREEN-00236","2015-06-18 13:24:00+00:00","1","0","0","1","1","0","0","0","0","1"
"8433","7","GREEN-00236","2015-07-16 13:00:00+00:00","1","0","1","0","0","0","0","0","0","0"
"8434","7","GREEN-00237","2015-04-23 21:10:00+00:00","1","0","0","0","0","1","0","1","1","0"
"8435","7","GREEN-00237","2015-05-21 17:39:00+00:00","1","0","1","0","0","0","0","0","0","0"
"8436","7","GREEN-00237","2015-06-18 16:11:00+00:00","1","0","1","0","0","1","0","0","0","0"
"8437","7","GREEN-00237","2015-07-16 19:10:00+00:00","1","0","1","0","0","1","0","0","0","0"
"8438","7","GREEN-00238","2015-05-08 21:53:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8439","7","GREEN-00241","2015-04-23 20:39:00+00:00","1","0","0","1","1","0","0","0","1","1"
"8440","7","GREEN-00241","2015-05-21 23:03:00+00:00","1","0","0","1","0","0","0","1","0","0"
"8441","7","GREEN-00241","2015-06-18 13:31:00+00:00","1","0","1","1","0","0","0","1","0","0"
"8442","7","GREEN-00241","2015-07-16 14:14:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8443","7","GREEN-00242","2015-04-23 20:41:00+00:00","1","0","0","1","0","0","0","0","1","0"
"8444","7","GREEN-00242","2015-05-22 03:41:00+00:00","1","0","0","0","0","0","0","0","1","1"
"8445","7","GREEN-00242","2015-06-19 13:42:00+00:00","1","0","0","1","0","0","0","0","1","0"
"8446","7","GREEN-00244","2015-04-24 14:39:00+00:00","1","0","0","0","0","1","0","0","0","0"
"8447","7","GREEN-00244","2015-05-22 13:21:00+00:00","1","0","0","0","1","0","0","0","0","0"
"8448","7","GREEN-00244","2015-07-17 13:01:00+00:00","1","0","0","0","0","1","0","0","0","0"
"8449","7","GREEN-00245","2015-05-01 02:44:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8450","7","GREEN-00245","2015-05-31 15:19:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8451","7","GREEN-00245","2015-06-26 16:00:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8452","7","GREEN-00245","2015-07-25 15:56:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8453","7","GREEN-00246","2015-04-23 22:03:00+00:00","1","0","0","1","1","0","0","0","0","1"
"8454","7","GREEN-00246","2015-06-20 01:31:00+00:00","1","0","1","1","1","1","0","0","0","1"
"8455","7","GREEN-00248","2015-04-24 14:28:00+00:00","1","0","0","0","0","1","0","0","0","0"
"8456","7","GREEN-00248","2015-05-22 13:09:00+00:00","1","0","1","0","0","0","0","0","0","0"
"8457","7","GREEN-00248","2015-06-19 14:15:00+00:00","1","0","0","0","0","1","0","0","0","0"
"8458","7","ORANGE-00013","2014-09-26 09:09:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8459","7","ORANGE-00014","2014-09-26 21:42:00+00:00","1","0","0","1","0","0","0","1","0","0"
"8460","7","ORANGE-00014","2014-10-24 14:35:00+00:00","5","0","0","1","0","1","0","0","0","0"
"8461","7","ORANGE-00014","2014-11-21 15:00:00+00:00","9","0","0","0","0","1","0","0","0","0"
"8462","7","ORANGE-00014","2014-12-19 16:13:00+00:00","13","0","0","0","0","1","0","0","0","0"
"8463","7","ORANGE-00015","2014-09-26 12:20:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8464","7","ORANGE-00015","2014-10-26 22:43:00+00:00","5","0","0","1","1","0","0","0","1","0"
"8465","7","ORANGE-00015","2014-11-22 18:20:00+00:00","9","0","0","0","0","0","0","0","0","0"
"8466","7","ORANGE-00016","2014-09-30 02:00:00+00:00","1","0","0","1","0","0","0","0","1","1"
"8467","7","ORANGE-00016","2014-10-28 17:21:00+00:00","5","0","0","1","1","0","0","0","1","0"
"8468","7","ORANGE-00017","2014-09-27 20:24:00+00:00","1","0","0","1","0","0","0","1","1","1"
"8469","7","ORANGE-00018","2014-10-02 23:08:00+00:00","1","1","0","1","0","0","0","0","0","0"
"8470","7","ORANGE-00019","2014-10-01 13:37:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8471","7","ORANGE-00019","2014-10-29 16:35:00+00:00","5","0","1","1","1","0","0","0","0","1"
"8472","7","ORANGE-00021","2014-09-30 23:43:00+00:00","1","0","0","0","1","1","0","0","0","0"
"8473","7","ORANGE-00021","2014-10-28 17:25:00+00:00","5","0","1","1","1","1","0","0","0","0"
"8474","7","ORANGE-00023","2014-09-30 01:01:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8475","7","ORANGE-00023","2014-10-28 17:00:00+00:00","5","0","0","1","1","0","0","1","1","0"
"8476","7","ORANGE-00023","2014-11-25 14:09:00+00:00","9","0","1","1","1","0","0","0","1","0"
"8477","7","ORANGE-00023","2014-12-23 14:20:00+00:00","13","0","1","1","1","0","0","0","0","0"
"8478","7","ORANGE-00024","2014-09-30 00:17:00+00:00","1","0","1","1","0","1","0","0","0","0"
"8479","7","ORANGE-00024","2014-10-28 16:04:00+00:00","5","0","1","1","0","1","0","0","1","0"
"8480","7","ORANGE-00024","2014-11-25 17:04:00+00:00","9","0","1","1","0","0","0","0","1","0"
"8481","7","ORANGE-00024","2014-12-23 23:09:00+00:00","13","0","1","1","0","1","0","1","0","0"
"8482","7","ORANGE-00025","2014-09-29 17:05:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8483","7","ORANGE-00025","2014-10-27 18:24:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8484","7","ORANGE-00028","2014-09-30 21:03:00+00:00","1","0","1","1","0","1","0","1","1","1"
"8485","7","ORANGE-00028","2014-10-28 15:23:00+00:00","5","0","1","1","1","1","1","0","0","1"
"8486","7","ORANGE-00028","2014-11-26 03:10:00+00:00","9","0","1","1","1","0","0","0","0","0"
"8487","7","ORANGE-00028","2014-12-24 15:51:00+00:00","13","0","1","1","0","1","0","1","0","1"
"8488","7","ORANGE-00030","2014-09-30 17:45:00+00:00","1","0","0","1","1","0","0","1","1","1"
"8489","7","ORANGE-00030","2014-10-28 19:18:00+00:00","5","0","0","1","1","1","0","0","1","1"
"8490","7","ORANGE-00031","2014-09-30 19:49:00+00:00","1","0","0","0","0","0","0","0","1","1"
"8491","7","ORANGE-00034","2014-10-01 00:27:00+00:00","1","0","0","0","1","0","0","0","0","0"
"8492","7","ORANGE-00035","2014-09-30 20:52:00+00:00","0","0","1","1","0","1","0","1","1","1"
"8493","7","ORANGE-00035","2014-10-28 14:12:00+00:00","4","0","0","0","0","0","0","0","0","0"
"8494","7","ORANGE-00035","2014-11-26 03:03:00+00:00","9","0","0","0","0","1","0","0","0","0"
"8495","7","ORANGE-00035","2014-12-23 16:07:00+00:00","12","0","0","0","0","0","0","0","1","0"
"8496","7","ORANGE-00037","2014-10-03 02:25:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8497","7","ORANGE-00037","2014-11-30 13:42:00+00:00","9","0","0","0","0","0","0","0","0","1"
"8498","7","ORANGE-00039","2014-10-03 11:43:00+00:00","1","0","0","1","0","0","0","0","1","0"
"8499","7","ORANGE-00040","2014-10-03 12:36:00+00:00","1","0","0","1","0","0","0","0","0","0"
"8500","7","ORANGE-00041","2014-10-03 09:24:00+00:00","1","0","1","1","1","0","0","0","0","1"
"8501","7","ORANGE-00041","2014-10-31 13:27:00+00:00","5","0","0","1","1","0","0","0","0","1"
